002098.XSHE,-0.845121
002099.XSHE,-0.295567
002100.XSHE,-1.183777
002101.XSHE,-0.941317
002102.XSHE,-0.873413
002103.XSHE,-0.55106
002104.XSHE,-0.14887
002105.XSHE,-0.401694
002106.XSHE,1.162257
002107.XSHE,-0.454532
002108.XSHE,-0.088664
002109.XSHE,-0.930322
002110.XSHE,-0.636429
002111.XSHE,-0.280042
002112.XSHE,0.22127
002114.XSHE,0.791741
002115.XSHE,0.178452
002116.XSHE,-0.697039
002117.XSHE,-0.430235
002119.XSHE,1.73702
002120.XSHE,-0.773882
002121.XSHE,0.134482
002122.XSHE,-0.486738
002123.XSHE,-0.01977
002124.XSHE,-0.640552
002125.XSHE,0.399976
002126.XSHE,1.371428
002127.XSHE,-0.560713
002128.XSHE,-0.761281
002129.XSHE,-0.163224
002130.XSHE,0.682094
002131.XSHE,0.861979
002132.XSHE,-0.068758
002133.XSHE,-0.571473
002134.XSHE,1.074733
002135.XSHE,0.29464
002136.XSHE,0.214685
002137.XSHE,0.900946
002138.XSHE,2.144023
002139.XSHE,-0.399526
002140.XSHE,-0.369442
002141.XSHE,0.540601
002142.XSHE,-1.818678
002144.XSHE,-0.569253
002145.XSHE,0.247314
002146.XSHE,-0.385118
002148.XSHE,-0.008038
002149.XSHE,0.931982
002150.XSHE,0.284366
002151.XSHE,0.799226
002152.XSHE,0.003835
002153.XSHE,-0.080576
002154.XSHE,-0.589379
002155.XSHE,1.172518
002156.XSHE,2.208172
002157.XSHE,-0.579017
002158.XSHE,1.88674
002159.XSHE,-0.823582
002160.XSHE,0.193066
002161.XSHE,0.516181
002162.XSHE,-0.329472
002163.XSHE,0.023577
002164.XSHE,-0.120515
002165.XSHE,-0.992038
002166.XSHE,-0.484997
002167.XSHE,1.532871
002168.XSHE,-0.829102
002169.XSHE,0.61526
002170.XSHE,-0.217772
002171.XSHE,1.05856
002172.XSHE,-0.269564
002173.XSHE,0.258477
002174.XSHE,1.044128
002175.XSHE,-0.114716
002176.XSHE,0.304505
002177.XSHE,0.168502
002178.XSHE,-0.142159
002179.XSHE,0.625078
002180.XSHE,-0.107738
002181.XSHE,0.093278
002182.XSHE,1.033118
002183.XSHE,0.479383
002184.XSHE,-0.133776
002185.XSHE,1.829347
002186.XSHE,-0.69913
002187.XSHE,-0.773321
002188.XSHE,-0.049912
002189.XSHE,0.208115
002190.XSHE,0.146375
002191.XSHE,-0.557828
002192.XSHE,0.620402
002193.XSHE,0.093842
002194.XSHE,0.401509
002195.XSHE,0.609601
002196.XSHE,0.195905
002197.XSHE,0.969495
002198.XSHE,-0.895809
002199.XSHE,-0.615671
002200.XSHE,-0.397482
002201.XSHE,0.951893
002202.XSHE,0.670949
002203.XSHE,1.296415
002204.XSHE,-0.454107
002205.XSHE,-0.500617
002206.XSHE,-0.32714
002207.XSHE,-0.934668
002208.XSHE,0.372846
002209.XSHE,-0.73904
002210.XSHE,0.007434
002211.XSHE,-0.484202
002212.XSHE,-0.250241
002213.XSHE,1.921962
002214.XSHE,-0.549228
002215.XSHE,-0.488276
002216.XSHE,-1.283764
002217.XSHE,0.334911
002218.XSHE,-0.189316
002219.XSHE,-0.353062
002221.XSHE,-0.713099
002222.XSHE,2.258813
002223.XSHE,-0.843579
002224.XSHE,-0.526113
002225.XSHE,0.543737
002226.XSHE,-0.719329
002227.XSHE,-0.056941
002228.XSHE,-0.41915
002229.XSHE,0.548181
002230.XSHE,0.054894
002232.XSHE,-0.210058
002233.XSHE,-1.304453
002234.XSHE,-0.888861
002235.XSHE,0.079411
002236.XSHE,-0.095079
002237.XSHE,1.005904
002238.XSHE,-0.736784
002239.XSHE,-0.473842
002240.XSHE,0.900036
002241.XSHE,0.042283
002242.XSHE,-0.636634
002243.XSHE,0.221075
002244.XSHE,-1.051489
002245.XSHE,1.28563
002246.XSHE,-0.134634
002247.XSHE,-0.177228
002248.XSHE,0.442091
002249.XSHE,-0.026568
002250.XSHE,0.168447
002251.XSHE,-0.334033
002252.XSHE,-1.28242
002253.XSHE,-0.531119
002254.XSHE,0.686224
002255.XSHE,0.324072
002256.XSHE,0.06127
002258.XSHE,-0.499547
002259.XSHE,-0.223422
002261.XSHE,0.186658
002262.XSHE,-1.001847
002263.XSHE,0.453729
002264.XSHE,-0.182764
002265.XSHE,0.056766
002266.XSHE,0.747999
002267.XSHE,-1.516043
002268.XSHE,-0.050724
002269.XSHE,-0.379767
002270.XSHE,0.114187
002271.XSHE,-0.010067
002272.XSHE,1.852712
002273.XSHE,1.816172
002274.XSHE,-0.839694
002275.XSHE,-1.003369
002276.XSHE,0.069236
002277.XSHE,-0.357957
002278.XSHE,-0.328494
002279.XSHE,-0.503515
002281.XSHE,2.562325
002282.XSHE,-0.629284
002283.XSHE,1.524295
002284.XSHE,-0.168154
002285.XSHE,-0.245297
002286.XSHE,-0.351074
002287.XSHE,-0.991473
002289.XSHE,0.573863
002290.XSHE,2.065936
002291.XSHE,-0.134349
002292.XSHE,-0.252123
002293.XSHE,-1.017538
002294.XSHE,-0.362754
002295.XSHE,0.224657
002296.XSHE,0.065164
002297.XSHE,1.850446
002298.XSHE,0.601296
002299.XSHE,-1.016826
002300.XSHE,0.082587
002301.XSHE,0.228485
002302.XSHE,-0.779894
002303.XSHE,0.675869
002304.XSHE,-1.318375
002305.XSHE,-0.846806
002306.XSHE,-0.646879
002307.XSHE,-0.288476
002309.XSHE,-0.207023
002310.XSHE,-0.790159
002311.XSHE,-1.547636
002312.XSHE,-0.318289
002313.XSHE,0.022873
002314.XSHE,-0.751497
002315.XSHE,-0.325252
002316.XSHE,-0.055171
002317.XSHE,-0.2076
002318.XSHE,-0.338392
002319.XSHE,0.585701
002320.XSHE,-0.523911
002321.XSHE,-0.794467
002322.XSHE,-0.494123
002323.XSHE,-0.318246
002324.XSHE,0.751938
002326.XSHE,0.02808
002327.XSHE,-1.513693
002328.XSHE,0.730383
002329.XSHE,-0.160641
002330.XSHE,-0.73417
002331.XSHE,-0.160972
002332.XSHE,-1.211323
002333.XSHE,-0.983229
002334.XSHE,0.146815
002335.XSHE,1.408126
002337.XSHE,-0.256952
002338.XSHE,0.718787
002339.XSHE,0.127967
002340.XSHE,0.124605
002342.XSHE,0.743454
002343.XSHE,-0.291741
002344.XSHE,-0.671165
002345.XSHE,0.151408
002346.XSHE,0.98732
002347.XSHE,0.054293
002348.XSHE,1.151923
002349.XSHE,-0.824192
002350.XSHE,0.262837
002351.XSHE,-0.874428
002352.XSHE,-1.399708
002353.XSHE,2.051434
002354.XSHE,0.305074
002355.XSHE,-0.061949
002356.XSHE,-0.184708
002357.XSHE,0.104008
002358.XSHE,-0.037255
002360.XSHE,-0.614186
002361.XSHE,0.799537
002362.XSHE,0.118023
002363.XSHE,-0.268065
002364.XSHE,2.414055
002365.XSHE,-0.097778
002366.XSHE,-0.049387
002367.XSHE,-0.272372
002368.XSHE,0.188718
002369.XSHE,0.074942
002370.XSHE,-0.33898
002371.XSHE,1.367762
002372.XSHE,-1.163981
002373.XSHE,-0.206167
002374.XSHE,-0.290879
002375.XSHE,-0.417734
002376.XSHE,-0.455463
002377.XSHE,-0.403886
002378.XSHE,1.171894
002379.XSHE,-0.160353
002380.XSHE,0.673828
002381.XSHE,-0.759608
002382.XSHE,-0.791515
002383.XSHE,0.161788
002384.XSHE,2.33976
002385.XSHE,-0.907486
002386.XSHE,-0.407165
002387.XSHE,0.02545
002388.XSHE,0.682119
002389.XSHE,-0.252644
002390.XSHE,-0.892412
002391.XSHE,-0.622084
002392.XSHE,0.212085
002393.XSHE,-0.642901
002394.XSHE,-0.190659
002395.XSHE,-0.595995
002396.XSHE,0.958248
002397.XSHE,-0.321591
002398.XSHE,-0.387944
002399.XSHE,-0.633823
002400.XSHE,0.318243
002401.XSHE,-0.516582
002402.XSHE,1.096034
002403.XSHE,-0.343205
002404.XSHE,-0.653875
002405.XSHE,-0.11327
002406.XSHE,-0.386458
002407.XSHE,0.592294
002408.XSHE,-1.091049
002409.XSHE,2.224311
002410.XSHE,-0.379517
002412.XSHE,-0.639786
002413.XSHE,0.778749
002414.XSHE,0.463997
002415.XSHE,-0.094335
002416.XSHE,-0.528472
002418.XSHE,1.50723
002419.XSHE,-0.709817
002420.XSHE,-0.223424
002421.XSHE,0.77513
002422.XSHE,-0.084436
002423.XSHE,-0.598497
002424.XSHE,-0.866719
002425.XSHE,0.087286
002426.XSHE,1.060109
002427.XSHE,-0.614757
002428.XSHE,2.703021
002429.XSHE,1.741807
002430.XSHE,-0.557742
002431.XSHE,-0.650612
002432.XSHE,0.845366
002434.XSHE,-0.21472
002436.XSHE,2.683865
002437.XSHE,0.313031
002438.XSHE,0.309783
002439.XSHE,-0.350641
002440.XSHE,0.439791
002441.XSHE,-0.193079
002442.XSHE,-0.133519
002443.XSHE,-0.004264
002444.XSHE,-0.408263
002445.XSHE,-0.422077
002446.XSHE,1.215852
002448.XSHE,1.040253
002449.XSHE,0.409699
002451.XSHE,-0.016234
002452.XSHE,0.211476
002453.XSHE,0.186905
002454.XSHE,-0.253909
002455.XSHE,0.105333
002456.XSHE,0.564298
002457.XSHE,-0.194214
002458.XSHE,-0.413982
002459.XSHE,-0.116075
002460.XSHE,0.525337
002461.XSHE,-1.332774
002462.XSHE,-0.632969
002463.XSHE,2.224848
002465.XSHE,0.807336
002466.XSHE,0.655437
002467.XSHE,0.267774
002468.XSHE,-0.538162
002469.XSHE,-0.835025
002470.XSHE,-0.077501
002471.XSHE,0.144271
002472.XSHE,0.479571
002474.XSHE,-0.114681
002475.XSHE,1.370171
002476.XSHE,0.031799
002478.XSHE,0.297016
002479.XSHE,-0.626503
002480.XSHE,-0.455614
002481.XSHE,-0.931559
002482.XSHE,-0.499862
002483.XSHE,-0.422236
002484.XSHE,2.703021
002485.XSHE,-0.408428
002486.XSHE,-0.354503
002487.XSHE,0.60755
002488.XSHE,-0.028951
002489.XSHE,-0.475848
002490.XSHE,-1.528332
002491.XSHE,2.479844
002492.XSHE,-0.1895
002493.XSHE,-0.595014
002494.XSHE,-0.512033
002495.XSHE,-0.463691
002496.XSHE,-0.166423
002497.XSHE,0.282159
002498.XSHE,0.572096
002500.XSHE,-0.592297
002501.XSHE,-0.266766
002506.XSHE,0.243355
002507.XSHE,-1.440938
002508.XSHE,-1.519007
002510.XSHE,-0.428395
002511.XSHE,-0.8529
002512.XSHE,-0.635719
002513.XSHE,0.081237
002514.XSHE,-0.407551
002515.XSHE,1.335058
002516.XSHE,-0.151095
002517.XSHE,0.027408
002518.XSHE,1.602771
002519.XSHE,0.413597
002520.XSHE,0.805429
002521.XSHE,-0.528134
002522.XSHE,0.560213
002523.XSHE,-0.013618
002524.XSHE,-0.351099
002526.XSHE,-0.172468
002527.XSHE,0.256343
002528.XSHE,-0.996404
002529.XSHE,-0.344547
002530.XSHE,-0.166767
